player_name,player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,fantasy_points,fantasy_points_ppr,games,age,years_exp,height,weight,ngs_avg_time_to_throw,ngs_avg_completed_air_yards,ngs_avg_intended_air_yards,ngs_avg_air_yards_differential,ngs_aggressiveness,ngs_avg_air_yards_to_sticks,ngs_passer_rating,ngs_completion_percentage,ngs_expected_completion_percentage,ngs_completion_percentage_above_expectation,headshot_url
John Wolford,00-0034899,2022,REG,38,62,390.0,1,3.0,7.0,49.0,2,1,504.0,198.0,19.0,-19.748739064894636,0,1.5509065990327509,-0.01796314582741935,8,32.0,0,1.0,0.0,2.0,2.0556980341789313,0,14.8,14.8,2,28.0,6.0,73.0,200.0,3.1433376068376067,5.397827380952382,8.812955555555556,-3.4151281746031747,11.324786324786324,-0.3592666666666666,61.64529914529914,60.25641025641025,64.8396344584787,-4.583224202068447,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y6biiyvgepsekqgoqb8i"
Jordan Love,00-0036264,2024,REG,268,425,3389.0,25,11.0,14.0,100.0,1,0,3757.0,1654.0,151.0,58.97951948510986,3,14.855523089567571,1.962514547275979,25,83.0,1,3.0,0.0,9.0,6.110127872786681,0,233.86,233.86,15,25.0,4.0,76.0,220.0,2.876075294117647,6.192500000000001,8.865655339805826,-2.6731553398058256,17.647058823529413,0.0743932038834953,96.6813725490196,63.05882352941177,64.23742065184257,-1.1785971224308014,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a8xqle2vmsnumawdhswb"
Josh Allen,00-0034857,2024,REG,307,483,3731.0,28,6.0,14.0,63.0,5,2,4022.0,2005.0,173.0,129.05507279586547,1,16.3892658490939,2.794124355740116,102,531.0,12,0.0,0.0,51.0,57.00550150926268,0,372.34000000000003,372.34000000000003,16,28.0,6.0,77.0,237.0,2.884748962655602,5.442508143322476,8.322026143790849,-2.879518000468373,16.77018633540373,-0.6322222222222224,101.38457556935816,63.56107660455487,63.83472207922095,-0.2736454746660826,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lq4ezafbszwwt2qsvhqv"
Josh Johnson,00-0026300,2024,REG,2,3,17.0,0,0.0,1.0,5.0,0,0,53.0,2.0,1.0,-1.8097355109639466,0,0.3018867924528302,0.0,4,1.0,0,0.0,0.0,0.0,-3.56283131003147,0,0.78,0.78,4,38.0,16.0,75.0,219.0,,,,,,,,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbaye18gptzb1jpyswv8"
Joshua Dobbs,00-0033949,2023,REG,262,417,2464.0,13,10.0,30.0,217.0,7,5,3320.0,1003.0,126.0,-80.74965717074797,1,10.019750557365622,0.8529584814598875,77,421.0,6,5.0,1.0,31.0,13.464617508027004,2,202.66,202.66,13,29.0,7.0,75.0,216.0,2.953247002398081,5.453893129770993,7.600050125313284,-2.146156995542291,15.587529976019184,-1.3197493734335837,79.46143085531574,62.829736211031175,63.18177927365834,-0.3520430626271675,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vjl8nqbcodtgzppwyemb"
Justin Fields,00-0036945,2024,REG,106,161,1106.0,5,1.0,16.0,124.0,2,1,1251.0,520.0,45.0,8.539870473925077,0,5.793125192760048,0.5996360852413722,62,289.0,5,4.0,0.0,19.0,2.4346262689507974,0,119.14,119.14,10,25.0,3.0,75.0,223.0,3.0368000000000004,5.286698113207548,7.6663815789473695,-2.379683465739822,11.801242236024844,-1.9454605263157885,93.33592132505176,65.83850931677019,64.31490066258803,1.523608654182155,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vqcvybvs1vlqhkjvujbg"
Justin Herbert,00-0036355,2024,REG,332,504,3870.0,23,3.0,41.0,244.0,4,1,4335.0,1688.0,175.0,68.9618388662315,3,15.889138927471691,2.047856945470205,69,306.0,2,2.0,1.0,23.0,5.11319123656043,0,285.40000000000003,285.40000000000003,17,26.0,4.0,78.0,237.0,2.9105389221556885,6.499307228915662,8.660989690721648,-2.1616824618059853,15.873015873015872,-0.4647835051546392,101.70304232804232,65.87301587301587,64.42623347014425,1.4467824028716194,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vvwim9hpgq1zs3bufmr0"
Kenny Pickett,00-0038102,2023,REG,201,324,2070.0,6,4.0,23.0,173.0,0,0,2288.0,1046.0,91.0,-40.24149194660611,0,11.478721148380666,0.6764083013342229,42,54.0,1,2.0,0.0,12.0,-5.1628800429785695,0,110.2,110.2,12,26.0,2.0,75.0,220.0,2.810829721362229,4.873482587064676,7.139322580645161,-2.265839993580485,20.061728395061728,-1.496161290322581,81.43004115226337,62.03703703703704,61.72918349527466,0.3078535417623769,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lbyu04eubfsgezqftovz"
Kirk Cousins,00-0029604,2024,REG,303,453,3508.0,18,16.0,28.0,201.0,7,2,3374.0,1687.0,163.0,22.081388022190346,0,15.40231532876094,1.3462439630467993,23,0.0,0,5.0,0.0,2.0,-16.772096396629887,0,176.32,176.32,14,36.0,12.0,75.0,202.0,2.708489977728285,5.832706270627063,7.801693363844394,-1.968987093217331,19.646799116997794,-1.4340045766590392,88.61754966887418,66.88741721854305,64.5537962557267,2.3336209628163544,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yt6n07jezvfmcsoq0j13"
Kyle Allen,00-0034577,2022,REG,46,78,416.0,2,4.0,5.0,41.0,2,0,560.0,239.0,19.0,-34.0045657036541,0,1.598095238095238,-0.033173407680997684,6,13.0,0,2.0,1.0,2.0,-6.142968632047996,0,15.940000000000001,15.940000000000001,2,28.0,6.0,75.0,211.0,2.6733076923076924,3.5546346153846162,6.281169985775249,-2.7265353703906334,16.666666666666664,-2.796710526315789,60.63034188034189,58.974358974358964,68.23223422830685,-9.257875253947883,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knqlp0qrchvv6rjayshv"
Kyle Trask,00-0036928,2022,REG,3,9,23.0,0,0.0,0.0,0.0,0,0,99.0,20.0,1.0,-5.332559636328369,0,0.23232323232323232,-0.07878999862541408,0,0.0,0,0.0,0.0,0.0,0.0,0,0.92,0.92,1,26.0,3.0,77.0,240.0,,,,,,,,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bnraldiwx6rqfbawxkvs"
Kyler Murray,00-0035228,2024,REG,372,541,3851.0,21,11.0,30.0,220.0,4,1,3693.0,1970.0,191.0,65.65436788089345,0,19.21598515638457,2.1361088666769192,78,572.0,5,4.0,3.0,27.0,17.827246009088967,1,297.24,297.24,17,27.0,5.0,70.0,207.0,2.809301851851852,5.040537634408603,7.080499040307103,-2.0399614058985005,16.820702402957487,-1.639270633397313,93.51124460874924,68.76155268022181,66.49368799992195,2.2678646802998657,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lsladvvsaptc29bbcah2"
Lamar Jackson,00-0034796,2024,REG,316,474,4172.0,41,4.0,23.0,149.0,4,1,4109.0,2084.0,198.0,174.17261165601786,0,20.77562038408432,3.41479895808228,139,915.0,4,6.0,4.0,46.0,10.599933187217328,1,430.38000000000005,430.38000000000005,17,27.0,6.0,74.0,212.0,3.144268656716418,6.774335443037975,9.010726872246696,-2.236391429208721,10.970464135021098,-0.3901541850220262,119.62904360056255,66.66666666666666,66.77424968122054,-0.1075830145538816,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p"
Logan Woodside,00-0034438,2023,REG,3,4,27.0,0,1.0,1.0,7.0,0,0,6.0,29.0,3.0,-10.079575101757655,0,4.5,0.0,1,6.0,0,0.0,0.0,0.0,0.325870348373428,0,-0.31999999999999984,-0.31999999999999984,1,29.0,6.0,73.0,213.0,,,,,,,,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hf5rgpjctslpwjzl0er9"
Mac Jones,00-0036972,2024,REG,171,262,1672.0,8,8.0,14.0,100.0,1,1,1928.0,908.0,77.0,-2.457469664451563,1,10.173735852278122,0.6775038802171558,28,92.0,1,1.0,1.0,12.0,0.6996301682653483,0,96.08,96.08,10,25.0,3.0,75.0,214.0,2.711106870229008,4.339766081871344,7.22752,-2.887753918128656,13.358778625954198,-1.98848,80.51844783715013,65.2671755725191,66.84760736543258,-1.5804317929134868,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pedpdxybeus7mrovsoko"
Malik Willis,00-0038128,2022,REG,31,61,276.0,0,3.0,10.0,49.0,1,0,498.0,144.0,11.0,-38.837689051219954,0,3.4643828339082443,-0.027943816132636447,27,123.0,1,2.0,2.0,8.0,-6.886302529376104,0,19.34,19.34,7,25.0,2.0,73.0,215.0,2.9602601544622424,3.668703296703297,8.286642889274468,-4.6179395925711715,22.745041952707854,-1.7375843454790825,68.13739511823036,53.51353928299009,58.830866288661205,-5.317327005671115,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e6w0hpe2pzefydmhqmr7"
Marcus Mariota,00-0032268,2022,REG,184,300,2219.0,15,9.0,28.0,195.0,4,1,3093.0,912.0,111.0,6.053635507238567,2,11.084404486051053,1.050729030496393,85,438.0,4,4.0,2.0,30.0,9.893773447169224,0,196.56,196.56,13,30.0,9.0,76.0,222.0,2.9343716216216214,6.990597826086956,10.231344827586208,-3.240747001499251,17.333333333333336,1.2623793103448278,88.18055555555556,61.33333333333333,63.12484233826399,-1.79150900493066,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9ribxqudeehvmjlw0va"
Mason Rudolph,00-0034771,2024,REG,146,228,1530.0,9,9.0,11.0,71.0,2,0,1630.0,656.0,78.0,-1.936141146490229,1,9.980285082644663,0.6825923789520694,25,106.0,1,3.0,1.0,13.0,4.988986552950049,0,95.8,95.8,8,29.0,6.0,77.0,235.0,2.8048133333333327,5.865890410958903,7.319065420560747,-1.4531750096018443,12.280701754385964,-1.3444859813084111,80.11695906432749,64.03508771929825,62.63446491865212,1.4006228006461257,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pn938e0z2fobxmzfxmlh"
Matt Ryan,00-0026143,2022,REG,309,461,3057.0,14,13.0,38.0,287.0,12,3,2772.0,1405.0,156.0,-24.760005779762064,0,13.382329482733397,0.7375237775341289,27,70.0,1,3.0,2.0,9.0,-11.035300253523976,0,155.28,155.28,12,39.0,16.0,76.0,217.0,2.686480434782609,5.222038834951456,6.38867881548975,-1.166639980538294,16.052060737527114,-2.597653758542142,83.94342010122921,67.02819956616052,65.51759500872674,1.51060455743378,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak"
Matthew Stafford,00-0026498,2024,REG,340,517,3762.0,20,8.0,28.0,213.0,4,2,3869.0,1726.0,176.0,34.73475009959403,0,16.49477300773636,1.6076459391984972,30,41.0,0,2.0,0.0,10.0,-3.011842658896128,0,214.58,214.58,16,36.0,15.0,75.0,220.0,2.779197674418605,5.840382352941178,7.707020000000001,-1.8666376470588235,13.152804642166345,-0.7889799999999999,93.65328820116054,65.76402321083172,67.1416551621934,-1.3776319513616784,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xdlnnbapdbk8trxqlasu"
Michael Penix Jr.,00-0039917,2024,REG,61,105,775.0,3,3.0,4.0,14.0,2,0,1073.0,271.0,35.0,14.553116952157449,0,7.686124319071088,0.2507346550131282,7,11.0,1,0.0,0.0,1.0,0.5856191375351045,0,44.1,44.1,5,24.0,0.0,75.0,213.0,2.6676730622853433,7.93299359509886,9.984623997623999,-2.0516304025251393,14.010953309198923,0.5321935451935456,77.93105448807204,58.73851294903926,64.16001651187462,-5.421503562835348,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ono6a9myuvmgmfz1y43t"
Mike White,00-0034401,2022,REG,103,175,1192.0,3,4.0,9.0,76.0,2,1,1303.0,568.0,56.0,-7.627866973863519,0,4.250796003810265,0.2561724384163461,6,9.0,1,0.0,0.0,3.0,2.5758212814689614,0,56.58,56.58,4,29.0,6.0,77.0,225.0,2.803314285714286,5.7053398058252425,7.594733727810652,-1.88939392198541,20.57142857142857,-1.6242011834319527,75.70238095238095,58.85714285714285,62.08365933597088,-3.2265164788280245,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fmffqxu8o4ckhspqd8vm"
Mitchell Trubisky,00-0033869,2023,REG,67,107,632.0,4,5.0,7.0,42.0,0,0,983.0,274.0,36.0,-19.649531939842504,1,3.2166248271766116,0.10879010804049569,16,54.0,2,1.0,1.0,6.0,-0.6899640021729283,0,48.68,48.68,5,30.0,7.0,75.0,215.0,2.760055865921788,7.420683760683762,9.73393258426966,-2.3132488235859,24.444444444444443,0.7844943820224721,81.06481481481481,65.0,59.572335264335074,5.427664735664926,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jetjlsljpb3shogn5grq"
Nate Sudfeld,00-0032792,2022,REG,0,0,0.0,0,0.0,1.0,7.0,0,0,0.0,0.0,0.0,-0.8987278068009172,0,0.0,0.0,5,-4.0,0,0.0,0.0,0.0,-3.4812826914712787,0,-0.4,-0.4,2,30.0,8.0,78.0,227.0,,,,,,,,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l1acxbghxcms27qi59nq"
Nathan Peterman,00-0033958,2022,REG,14,25,139.0,1,1.0,1.0,6.0,0,0,265.0,44.0,9.0,-5.093470546009485,0,0.9838632750397457,0.14480918711894367,2,7.0,0,0.0,0.0,0.0,-0.23472769581712782,0,8.26,8.26,3,30.0,7.0,74.0,225.0,2.702315789473684,6.571818181818184,9.297894736842109,-2.7260765550239228,36.84210526315789,0.5610526315789485,92.87280701754386,57.89473684210527,62.68975981756261,-4.795022975457343,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owifll49p0mmsjgf7rhn"
Nick Mullens,00-0033319,2023,REG,100,148,1306.0,7,8.0,12.0,105.0,2,0,1380.0,477.0,57.0,12.29686876892386,0,4.836277016398081,0.5475398387109133,10,25.0,0,0.0,0.0,4.0,-0.023295919862791337,0,66.74000000000001,66.74000000000001,5,29.0,7.0,73.0,210.0,3.065013605442177,8.1991,9.78472222222222,-1.5856222222222218,16.89189189189189,0.3819444444444441,88.40090090090091,67.56756756756756,62.16199420191146,5.405573365656103,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkbzegq3t29ean26xyp0"
PJ Walker,00-0033275,2023,REG,54,111,674.0,1,5.0,11.0,90.0,3,2,902.0,398.0,27.0,-34.964733364887934,0,2.9879558048794626,-0.14555860076835306,13,30.0,0,1.0,0.0,3.0,-5.251562835693553,0,19.96,19.96,5,29.0,7.0,71.0,212.0,2.6019309416337406,4.362003968253967,7.243163831311,-2.8811598630570314,10.969052821519615,-1.7557607594239368,73.59588375509864,56.95833196426175,67.0817580785227,-10.123426114260937,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rfbfapksdwh1o4othraq"
Patrick Mahomes,00-0033873,2024,REG,392,581,3928.0,26,11.0,36.0,239.0,1,0,3681.0,2300.0,214.0,73.02735926034802,0,18.275815405078966,1.981613516435971,58,307.0,2,1.0,0.0,22.0,24.313266949804724,0,282.02,283.02,16,28.0,7.0,74.0,230.0,2.806379965457685,3.993367346938775,6.304520795660036,-2.311153448721261,10.327022375215146,-2.2198915009041595,93.50616752725186,67.46987951807229,69.17324945356268,-1.703369935490386,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qrdbvu4iqy7wkqg8jq8d"
Russell Wilson,00-0029263,2024,REG,214,336,2482.0,16,5.0,33.0,219.0,3,2,2668.0,1122.0,112.0,-0.9645129991215988,0,10.591329886787014,1.2347437409325086,43,155.0,2,2.0,2.0,16.0,-7.594189534254838,0,172.78,172.78,11,35.0,12.0,71.0,215.0,2.860523952095808,5.929579439252335,7.715980392156863,-1.7864009529045282,13.095238095238097,-1.408202614379085,95.61011904761904,63.69047619047619,61.968232854269445,1.7222433362067449,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u36rhg0md8ey3b4khbre"
Sam Darnold,00-0034869,2024,REG,361,545,4319.0,35,12.0,48.0,335.0,5,2,4606.0,1753.0,207.0,50.57475067137308,0,16.66439904250979,2.378524071645902,67,212.0,1,3.0,2.0,23.0,-3.1438761358859426,0,307.96,307.96,17,27.0,6.0,75.0,225.0,3.083395220588235,6.935817174515238,8.884582524271844,-1.9487653497566055,13.944954128440369,-0.1076504854368932,102.53440366972475,66.23853211009174,63.0157964874845,3.222735622607239,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agjgfwk9jk9ufoac2vpd"
Sam Ehlinger,00-0036879,2022,REG,64,101,573.0,3,3.0,14.0,87.0,1,1,722.0,294.0,28.0,-40.58373256801548,0,3.114859014317274,0.14926082558169718,17,87.0,0,1.0,0.0,5.0,5.581816673982425,0,35.620000000000005,35.620000000000005,4,25.0,3.0,74.0,235.0,3.008307146426787,4.471106564364876,7.492636645962733,-3.0215300815978563,14.101520668237312,-0.8235124223602485,74.22422717212822,63.78382237452701,67.33516039547135,-3.5513380209443306,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vubjzsj0dowty2bwlj8s"
Sam Howell,00-0037077,2023,REG,388,612,3946.0,21,21.0,65.0,449.0,3,1,4588.0,2019.0,180.0,-103.66117762751851,1,14.574135232313122,0.8406159141069229,48,263.0,5,1.0,1.0,19.0,23.631257094320972,1,256.54,257.54,17,23.0,2.0,73.0,225.0,2.816995098039216,4.874639175257731,7.367318339100347,-2.492679163842616,15.032679738562091,-1.2849307958477507,78.92156862745097,63.39869281045751,63.23055606700626,0.1681367434512495,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xd9l7dbtwz8bpvygmcab"
Sean Clifford,00-0038391,2023,REG,1,1,37.0,0,0.0,0.0,0.0,0,0,34.0,3.0,1.0,2.1436268281540833,0,1.088235294117647,0.0,3,-2.0,0,1.0,0.0,0.0,-3.4916840002988465,0,1.28,1.28,2,26.0,1.0,74.0,212.0,,,,,,,,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ru4qdl0ffm28dvywvc4r"
Skylar Thompson,00-0037327,2022,REG,60,105,534.0,1,3.0,6.0,40.0,1,1,783.0,208.0,26.0,-32.73230369350694,0,7.402623608682859,-0.16925463276125874,14,21.0,0,1.0,1.0,1.0,-11.108908463618718,0,17.46,17.46,7,27.0,2.0,74.0,221.0,3.0708459357582614,4.979823436797121,7.045154100529101,-2.0653306637319804,6.866903328702989,-2.7329874338624336,65.6568218771105,57.53115927649035,63.951230055770715,-6.42007077928037,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfzzkuppkzuy1obzuf0m"
Spencer Rattler,00-0039376,2024,REG,130,228,1317.0,4,5.0,22.0,136.0,4,3,1834.0,642.0,62.0,-74.79232699372507,0,5.250447753010537,0.013614364581284719,18,146.0,0,1.0,0.0,7.0,13.575403080554679,0,67.28,67.28,7,23.0,0.0,72.0,218.0,2.8174537444933923,5.144846153846153,7.760046728971962,-2.615200575125809,8.771929824561402,-1.833411214953271,70.37646198830409,57.01754385964912,66.55002923257518,-9.53248537292606,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhllpfkd4hrpbwczbca6"
Tanner McKee,00-0038400,2024,REG,30,45,323.0,4,0.0,2.0,17.0,0,0,322.0,138.0,17.0,14.677713276299727,0,2.034757834757835,0.09728125906541288,5,-1.0,0,0.0,0.0,1.0,-3.002825558243785,0,28.82,28.82,2,24.0,1.0,78.0,230.0,2.634268292682927,5.500370370370371,6.473414634146341,-0.9730442637759698,14.634146341463412,-2.892439024390243,100.5589430894309,65.85365853658537,68.31856493542834,-2.4649063988429702,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q0uc1cubsh0rwc4ezuul"
Taylor Heinicke,00-0031800,2023,REG,74,136,890.0,5,4.0,8.0,47.0,0,0,1136.0,508.0,41.0,-1.6432791084098852,0,4.260695290591735,0.13366719763034482,15,124.0,1,1.0,0.0,5.0,10.075049788429169,0,66.0,66.0,5,31.0,9.0,73.0,210.0,2.8820298507462687,5.001621621621623,8.436953125,-3.435331503378378,13.23529411764706,-0.4067968749999999,74.69362745098039,54.41176470588235,63.12028652276186,-8.70852181687951,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fz9e0aufjyyo5raclwji"
Teddy Bridgewater,00-0031237,2022,REG,49,79,683.0,4,4.0,7.0,45.0,0,0,704.0,307.0,32.0,0.3831824399777548,0,2.8350672607282292,0.30523962713942804,3,27.0,0,0.0,0.0,2.0,3.3702399597968906,0,38.02,38.02,5,31.0,10.0,74.0,215.0,3.1152053663570687,7.53804347826087,9.558595992822964,-2.0205525145620955,14.981827971463185,0.1568814792663474,87.88568821884208,63.89150625925428,62.3737733024194,1.5177329568348767,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q5p8afhezmpvc1xbwibf"
Tim Boyle,00-0034177,2023,REG,48,77,360.0,1,4.0,9.0,64.0,1,0,477.0,190.0,16.0,-30.987578107018386,0,2.1070126356823606,-0.05296382447891782,4,5.0,0,1.0,0.0,3.0,2.6916901476797648,0,10.9,10.9,3,29.0,6.0,76.0,233.0,2.568256228070176,4.102813051146385,6.318310128310128,-2.2154970771637434,13.52046783625731,-2.329007644007644,62.04836744639376,59.01754385964912,65.21659041840952,-6.199046558760408,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmfyonfo6ohn5bxqwaxg"
Tommy DeVito,00-0038476,2023,REG,114,178,1101.0,8,3.0,37.0,196.0,0,0,1149.0,583.0,46.0,-49.32223220494569,0,9.881571799517314,0.11444606678181168,36,195.0,1,2.0,1.0,7.0,-3.230508171973908,0,93.54,93.54,9,26.0,1.0,74.0,210.0,2.987988764044944,4.523245614035085,6.450297619047618,-1.9270520050125333,10.112359550561797,-3.781845238095239,89.18539325842696,64.04494382022472,67.6083736875084,-3.563429867283688,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntolppjso4da6spe6okt"
Trace McSorley,00-0035146,2022,REG,45,83,412.0,0,5.0,3.0,27.0,1,1,644.0,207.0,17.0,-36.3881795077863,0,3.232999777687912,-0.016156656759683696,15,61.0,0,1.0,1.0,3.0,-6.190193126511879,0,8.58,8.58,5,29.0,5.0,72.0,202.0,2.6786568181818184,4.444583333333333,8.15702380952381,-3.7124404761904772,12.222222222222223,-1.6524999999999994,42.56944444444444,50.0,65.7191002762152,-15.719100276215205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfl6nhrkzshnhcsxfvqy"
Trevor Lawrence,00-0036971,2024,REG,172,284,2045.0,11,7.0,18.0,140.0,3,1,2658.0,834.0,97.0,3.9015726206284853,3,8.40695749484531,0.8716743949013526,26,119.0,3,0.0,0.0,13.0,8.410782758768562,0,145.7,145.7,10,24.0,3.0,78.0,220.0,2.6904718309859152,6.76732558139535,9.261250000000002,-2.493924418604652,11.971830985915492,0.7134558823529416,85.19659624413146,60.56338028169014,64.54117527284043,-3.977794991150297,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ftznnho2rk2xzrculbob"
Trevor Siemian,00-0032156,2023,REG,86,153,724.0,2,4.0,8.0,40.0,4,2,814.0,471.0,35.0,-54.594705236723684,0,4.6993202852674,-0.17664178379357112,11,40.0,0,1.0,1.0,5.0,-7.309838077169843,0,26.96,26.96,5,32.0,9.0,75.0,220.0,2.526712418300653,2.6498837209302324,5.736319444444444,-3.0864357235142115,16.99346405228758,-3.798402777777779,62.10511982570807,56.209150326797385,64.99705975936129,-8.787909432563907,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmksfbms9zefxezf39sb"
Trey Lance,00-0037012,2024,REG,25,41,266.0,0,1.0,4.0,23.0,0,0,268.0,149.0,13.0,-8.364336361202223,0,2.5516552511415522,0.025073466230376016,11,41.0,0,0.0,0.0,3.0,-2.1164626317913644,0,12.74,12.74,4,24.0,3.0,76.0,226.0,2.7150714285714286,6.436788461538462,7.828304195804196,-1.3915157342657345,12.710084033613445,-1.1915093240093242,65.65126050420169,52.62605042016807,64.04876049819299,-11.42271007802493,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fas0q1ssb3ihak6pduet"
Tua Tagovailoa,00-0036212,2024,REG,291,399,2867.0,19,7.0,21.0,154.0,4,2,2271.0,1685.0,161.0,84.67415489330297,2,14.056055584873473,1.5946515552947595,17,49.0,0,3.0,0.0,5.0,0.4720417538192123,0,181.58,181.58,11,26.0,4.0,73.0,218.0,2.4184609571788416,3.779724137931035,5.600592783505154,-1.820868645574119,12.280701754385964,-2.97930412371134,101.3627819548872,72.93233082706767,72.00412305496764,0.9282077721000376,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xzdbwt2ezmxk3pjcsr1n"
Tyler Huntley,00-0035993,2024,REG,86,133,829.0,3,3.0,15.0,92.0,4,1,1036.0,352.0,45.0,-17.848036515060116,0,4.138657176157176,0.33238065339410416,26,135.0,2,2.0,1.0,10.0,-0.5360116167174378,0,60.66,60.66,5,26.0,4.0,73.0,205.0,2.8127304197034646,5.428196462665875,7.384739704706877,-1.9565432420410023,11.893168645048522,-2.109514662392318,79.41360039328654,64.01335021674006,65.40033112508868,-1.3869809083486266,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ex2ygunvni5o5aabnhbq"
Tyrod Taylor,00-0028118,2023,REG,116,180,1341.0,5,3.0,17.0,94.0,2,0,1541.0,578.0,52.0,2.116015696653961,0,6.960946885779897,0.7737828506503619,38,197.0,0,2.0,0.0,10.0,-0.41283654625414945,0,87.34,87.34,10,35.0,13.0,73.0,215.0,2.8041724137931032,6.239137931034483,8.753353658536586,-2.514215727502103,11.11111111111111,-0.6551829268292683,89.14351851851853,64.44444444444444,62.54700369719002,1.8974407472544212,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xk8e04jdsvigd6fky3uy"
Tyson Bagent,00-0038416,2023,REG,94,143,859.0,3,6.0,5.0,35.0,2,2,814.0,498.0,48.0,-25.4177472920779,0,6.7171536822171545,0.2318913856518391,23,109.0,2,0.0,0.0,11.0,11.023287959246257,0,53.260000000000005,53.260000000000005,5,24.0,1.0,75.0,210.0,2.886426573426574,3.678617021276596,6.156086956521738,-2.4774699352451424,12.587412587412588,-2.235217391304347,71.40151515151516,65.73426573426573,67.63104386367165,-1.8967781294059165,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m6ls9t5npcqavk3eoa9c"
Will Levis,00-0039152,2024,REG,190,301,2091.0,13,12.0,41.0,233.0,5,3,2621.0,929.0,86.0,-65.62493214026178,1,10.927893828855002,0.4478030239149065,45,183.0,0,5.0,3.0,20.0,-17.496554256690235,0,119.94,119.94,12,25.0,1.0,76.0,232.0,2.677003322259136,5.822947368421052,8.617610921501706,-2.794663553080654,18.6046511627907,-1.0649829351535838,81.41611295681064,63.12292358803987,64.90856974178374,-1.785646153743869,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vr01ufscgtoagtuut9o4"
Zach Wilson,00-0037013,2023,REG,221,368,2271.0,8,7.0,46.0,340.0,7,4,2672.0,1113.0,104.0,-101.30015159158766,1,10.966106838936264,0.13635743671797484,36,211.0,0,4.0,3.0,7.0,-17.91052699665122,1,119.94,119.94,12,25.0,3.0,74.0,208.0,2.9054986301369863,5.049547511312216,7.489040697674419,-2.4394931863622027,18.75,-1.9440988372093024,77.16259057971016,60.05434782608695,61.60349465208128,-1.5491468259943275,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/okhlne3kgc11gwv4w6s8"
