season,season_type,week,player_display_name,player_position,team_abbr,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected
2022,REG,0,Melvin Gordon,RB,KC,4.523018867924531,15.555555555555555,2.7565802469135807,90,318,3.533333333333333,2,00-0032144,Melvin,Gordon,25,M.Gordon,372.28688038099307,-67.28688038099307,-0.7646236406931031,0.3522727272727273
2022,REG,0,Ezekiel Elliott,RB,DAL,3.931815068493151,21.21212121212121,2.724767441860466,231,876,3.792207792207792,12,00-0033045,Ezekiel,Elliott,21,E.Elliott,947.8606976977151,-76.86069769771507,-0.3371083232355924,0.38596491228070173
2022,REG,0,Rhamondre Stevenson,RB,NE,3.282730769230769,16.19047619047619,2.728244791666666,210,1040,4.9523809523809526,5,00-0036875,Rhamondre,Stevenson,38,R.Stevenson,907.1454976177623,117.85450238223768,0.5777181489325377,0.37254901960784315
2022,REG,0,Khalil Herbert,RB,CHI,3.2851025991792064,24.031007751937985,2.844652892561983,129,731,5.666666666666667,4,00-0036906,Khalil,Herbert,24,K.Herbert,561.3286197549332,164.67138024506676,1.286495158164584,0.46875
2022,REG,0,Kenneth Walker,RB,SEA,4.198238095238097,21.49122807017544,3.0196820512820515,228,1050,4.605263157894737,9,00-0038134,Kenneth,Walker,9,K.Walker,945.7012259350736,103.29877406492642,0.46115524136127867,0.3482142857142857
2022,REG,0,Michael Carter,RB,NYJ,4.734800995024877,14.912280701754385,2.822771428571428,114,402,3.526315789473684,3,00-0036924,Michael,Carter,32,M.Carter,456.3572150394597,-64.35721503945967,-0.5850655912678152,0.3
2022,REG,0,Travis Etienne,RB,JAX,3.4868444444444444,25.0,2.7595968586387447,220,1125,5.113636363636363,5,00-0036973,Travis,Etienne,1,T.Etienne,877.3935689633753,233.6064310366247,1.0715891331955263,0.4724770642201835
2022,REG,0,Zack Moss,RB,IND,3.321776315789472,13.978494623655912,2.7660561797752807,93,456,4.903225806451613,1,00-0036251,Zaccheus,Moss,21,Z.Moss,430.3039713257021,25.696028674297906,0.27630138359460116,0.40860215053763443
2022,REG,0,James Conner,RB,ARI,3.777365728900256,14.754098360655737,2.775385964912281,183,782,4.273224043715847,7,00-0033553,James,Conner,6,J.Conner,768.2862678730512,2.7137321269487984,0.014992995176512699,0.4143646408839779
2022,REG,0,Raheem Mostert,RB,MIA,3.6900785634118964,12.154696132596685,2.7994879518072286,181,891,4.922651933701657,3,00-0031687,Dominique,Mostert,31,R.Mostert,904.6254259571986,-17.62542595719856,-0.09791903309554754,0.34444444444444444
2022,REG,0,David Montgomery,RB,CHI,4.102047440699126,23.88059701492537,2.781718085106382,201,801,3.985074626865672,5,00-0035685,David,Montgomery,32,D.Montgomery,846.5460442933781,-52.546044293378145,-0.26405047383607105,0.3768844221105528
2022,REG,0,Alvin Kamara,RB,NO,3.8356856187290957,22.421524663677133,2.752444444444445,223,897,4.022421524663677,2,00-0033906,Alvin,Kamara,41,A.Kamara,934.9633475260395,-37.963347526039456,-0.17023922657416796,0.3901345291479821
2022,REG,0,Antonio Gibson,RB,WAS,4.376117216117217,20.13422818791946,2.758892857142856,149,546,3.664429530201342,3,00-0036328,Antonio,Gibson,24,A.Gibson,570.37048126784,-28.370481267839978,-0.19299647120979577,0.3945578231292517
2022,REG,0,Jonathan Taylor,RB,IND,3.291312427409987,14.0625,2.7730282485875715,192,861,4.484375,4,00-0036223,Jonathan,Taylor,28,J.Taylor,731.9328761568873,126.06712384311265,0.6635111781216455,0.4263157894736842
2022,REG,0,Joe Mixon,RB,CIN,4.020835380835382,23.809523809523807,2.663625641025641,210,814,3.876190476190476,7,00-0033897,Joe,Mixon,28,J.Mixon,759.3121325566664,42.68786744333363,0.20722265749191082,0.4174757281553398
2022,REG,0,D'Onta Foreman,RB,CAR,3.2760940919037185,35.467980295566505,2.648763440860214,203,914,4.502463054187192,5,00-0033925,D'Onta,Foreman,33,D.Foreman,766.0549376185261,121.94506238147392,0.6097253119073696,0.475
2022,REG,0,Christian McCaffrey,RB,SF,3.676444249341529,34.83606557377049,2.790964125560538,244,1139,4.668032786885246,8,00-0033280,Christian,McCaffrey,23,C.McCaffrey,1076.8256153858392,47.17438461416077,0.19655993589233656,0.36666666666666664
2022,REG,0,Kenyan Drake,RB,BAL,4.002821576763485,34.862385321100916,3.0111276595744676,109,482,4.422018348623853,4,00-0033118,Kenyan,Drake,17,K.Drake,464.29627178916417,11.703728210835834,0.1083678538040355,0.2962962962962963
2022,REG,0,Jamaal Williams,RB,DET,3.572045028142588,30.15267175572519,2.6362603305785117,262,1066,4.068702290076335,17,00-0033948,Jamaal,Williams,30,J.Williams,1059.6128685238054,-10.612868523805446,-0.04145651767111502,0.34765625
2022,REG,0,Tony Pollard,RB,DAL,3.4917080436941412,22.279792746113987,2.929436781609196,193,1007,5.217616580310881,9,00-0035261,Tony,Pollard,20,T.Pollard,780.8423977878772,226.1576022121228,1.1718010477312062,0.40932642487046633
2022,REG,0,Samaje Perine,RB,CIN,3.70814720812183,29.47368421052631,2.605460674157303,95,394,4.147368421052631,2,00-0033526,Samaje,Perine,34,S.Perine,412.92233879513776,-20.92233879513776,-0.22257807228869958,0.43617021276595747
2022,REG,0,Cam Akers,RB,LAR,3.9413867684478374,10.106382978723403,2.7574819277108427,188,786,4.180851063829787,7,00-0036414,Cam,Akers,3,C.Akers,794.0500861847684,-14.050086184768361,-0.07513415072068642,0.3582887700534759
2022,REG,0,A.J. Dillon,RB,GB,3.642714285714285,16.129032258064516,2.6017288135593213,186,770,4.139784946236559,7,00-0036265,Algiers,Dillon,28,A.Dillon,800.8449111486681,-34.844911148668075,-0.1893745171123265,0.40217391304347827
2022,REG,0,James Robinson,RB,NYJ,3.9558823529411757,10.909090909090908,2.822336734693877,110,425,3.8636363636363638,3,00-0035831,James,Robinson,23,J.Robinson,463.5110168940864,-44.511016894086424,-0.412139045315615,0.25
2022,REG,0,Devin Singletary,RB,BUF,3.308461538461538,20.33898305084746,2.7233291139240507,177,819,4.627118644067797,5,00-0035250,Devin,Singletary,26,D.Singletary,760.0191653470986,27.98083465290142,0.16363061200527146,0.38011695906432746
2022,REG,0,Saquon Barkley,RB,NYG,3.6481554878048787,18.983050847457626,2.6966996197718633,295,1312,4.447457627118644,10,00-0034844,Saquon,Barkley,26,S.Barkley,1184.3584071409077,114.64159285909227,0.39531583744514576,0.33793103448275863
2022,REG,0,Josh Jacobs,RB,LV,3.331863278886873,20.588235294117645,2.782512738853503,340,1653,4.8617647058823525,12,00-0035700,Joshua,Jacobs,28,J.Jacobs,1459.5963434740797,158.40365652592027,0.474262444688384,0.39820359281437123
2022,REG,1,Melvin Gordon,RB,DEN,3.502586206896552,8.333333333333332,2.7564,12,58,4.833333333333333,0,00-0032144,Melvin,Gordon,25,M.Gordon,65.14051900920488,-7.14051900920488,-0.5950432507670733,0.5
2022,REG,1,Christian McCaffrey,RB,CAR,3.2975757575757574,30.0,2.3414444444444444,10,33,3.3,1,00-0033280,Christian,McCaffrey,22,C.McCaffrey,39.79082476163787,-6.790824761637872,-0.6790824761637871,0.6
2022,REG,1,James Robinson,RB,JAX,3.0613636363636365,0.0,2.710545454545455,11,66,6.0,1,00-0035831,James,Robinson,25,J.Robinson,67.4640137403646,-1.4640137403646065,-0.13309215821496423,0.18181818181818182
2022,REG,1,Dalvin Cook,RB,MIN,3.9923333333333333,20.0,2.8794999999999997,20,90,4.5,0,00-0033893,Dalvin,Cook,4,D.Cook,103.59965048783691,-13.59965048783691,-0.6799825243918456,0.25
2022,REG,1,Rex Burkhead,RB,HOU,4.537499999999999,0.0,2.7207500000000002,14,40,2.857142857142857,0,00-0030288,Michael,Burkhead,28,R.Burkhead,56.83543126078018,-16.835431260780183,-1.2025308043414416,0.14285714285714285
2022,REG,1,Dameon Pierce,RB,HOU,4.924848484848485,0.0,3.0766999999999998,11,33,3.0,0,00-0037258,Dameon,Pierce,31,D.Pierce,56.24896770928075,-23.24896770928075,-2.1135425190255224,0.18181818181818182
2022,REG,1,Saquon Barkley,RB,NYG,2.3083536585365856,5.555555555555555,2.574625,18,164,9.11111111111111,1,00-0034844,Saquon,Barkley,26,S.Barkley,82.06868381409635,81.93131618590365,4.551739788105759,0.5555555555555556
2022,REG,1,David Montgomery,RB,CHI,8.120384615384616,47.05882352941176,3.0497333333333336,17,26,1.5294117647058822,0,00-0035685,David,Montgomery,32,D.Montgomery,50.03519271799152,-24.03519271799152,-1.413834865764207,0.11764705882352941
2022,REG,1,D'Andre Swift,RB,DET,2.3143055555555554,6.666666666666667,2.547066666666667,15,144,9.6,1,00-0036275,D'Andre,Swift,32,D.Swift,112.36496830512957,31.635031694870435,2.1090021129913623,0.5333333333333333
2022,REG,1,Jonathan Taylor,RB,IND,3.0275155279503108,0.0,3.089037037037038,31,161,5.193548387096774,1,00-0036223,Jonathan,Taylor,28,J.Taylor,138.69009134583163,21.309908654168368,0.710330288472279,0.5
2022,REG,1,Darrell Henderson,RB,LAR,3.7491489361702124,0.0,2.8255833333333324,13,47,3.6153846153846154,0,00-0035664,Darrell,Henderson,27,D.Henderson,50.19397657810967,-3.1939765781096696,-0.24569050600843612,0.38461538461538464
2022,REG,1,Josh Jacobs,RB,LV,3.044736842105263,20.0,2.413333333333333,10,57,5.7,0,00-0035700,Joshua,Jacobs,28,J.Jacobs,58.80800893205304,-1.808008932053042,-0.18080089320530418,0.5
2022,REG,1,Kenyan Drake,RB,BAL,5.1725806451612915,27.27272727272727,3.158888888888889,11,31,2.8181818181818183,0,00-0033118,Kenyan,Drake,17,K.Drake,50.07699928747688,-19.07699928747688,-1.7342726624978981,0.2727272727272727
2022,REG,1,James Conner,RB,ARI,5.930769230769231,10.0,2.445888888888889,10,26,2.6,1,00-0033553,James,Conner,6,J.Conner,36.66966745436354,-10.669667454363541,-1.066966745436354,0.2
2022,REG,1,Leonard Fournette,RB,TB,3.1530708661417326,19.047619047619047,2.894368421052631,21,127,6.0476190476190474,0,00-0033856,Leonard,Fournette,7,L.Fournette,106.39605791742255,20.603942082577447,0.9811400991703546,0.5714285714285714
2022,REG,1,Jamaal Williams,RB,DET,4.686428571428571,36.36363636363637,2.6645999999999996,11,28,2.5454545454545454,2,00-0033948,Jamaal,Williams,30,Ja.Williams,42.400623563056925,-14.400623563056925,-1.3091475966415387,0.36363636363636365
2022,REG,1,Cordarrelle Patterson,RB,ATL,3.1883333333333335,13.636363636363635,2.646761904761905,22,120,5.454545454545454,1,00-0030578,Cordarrelle,Patterson,84,C.Patterson,114.82430963159814,5.17569036840186,0.23525865310917543,0.45454545454545453
2022,REG,1,Joe Mixon,RB,CIN,4.657804878048781,7.4074074074074066,2.9301363636363633,27,82,3.037037037037037,0,00-0033897,Joe,Mixon,28,J.Mixon,99.43331700096567,-17.433317000965673,-0.6456784074431731,0.2222222222222222
2022,REG,1,Antonio Gibson,RB,WAS,3.3899999999999997,42.857142857142854,2.4453076923076926,14,58,4.142857142857143,0,00-0036328,Antonio,Gibson,24,A.Gibson,46.66492450129052,11.335075498709479,0.8096482499078199,0.42857142857142855
2022,REG,1,Nick Chubb,RB,CLE,3.3797872340425528,22.727272727272727,3.2211428571428566,22,141,6.409090909090909,0,00-0034791,Nicholas,Chubb,24,N.Chubb,95.3158559878547,45.684144012145296,2.076552000552059,0.5
2022,REG,1,A.J. Dillon,RB,GB,3.2977777777777777,0.0,2.6352,10,45,4.5,1,00-0036265,Algiers,Dillon,28,A.Dillon,44.56145827168942,0.43854172831058236,0.04385417283105823,0.4
2022,REG,1,Isiah Pacheco,RB,KC,3.3317741935483873,66.66666666666666,2.7929000000000004,12,62,5.166666666666667,1,00-0037197,Isiah,Pacheco,10,I.Pacheco,40.96918388512132,21.030816114878682,1.7525680095732235,0.3333333333333333
2022,REG,1,Kareem Hunt,RB,CLE,3.8100000000000005,45.45454545454545,2.9118999999999997,11,46,4.181818181818182,1,00-0033923,Kareem,Hunt,27,K.Hunt,40.162954949453926,5.837045050546074,0.5306404591405521,0.5454545454545454
2022,REG,1,Chase Edmonds,RB,MIA,7.268400000000001,16.666666666666664,2.6215,12,25,2.0833333333333335,0,00-0034681,Chase,Edmonds,2,C.Edmonds,59.69036995798884,-34.69036995798884,-2.890864163165737,0.08333333333333333
2022,REG,1,Miles Sanders,RB,PHI,2.6846875000000003,30.76923076923077,2.8909999999999996,13,96,7.384615384615385,1,00-0035243,Miles,Sanders,26,M.Sanders,37.768104403527744,34.231895596472256,2.852657966372688,0.75
2022,REG,1,Michael Carter,RB,NYJ,3.3270000000000004,0.0,3.1284,10,60,6.0,0,00-0036924,Michael,Carter,32,Mi.Carter,59.086268309824966,-0.08626830982496614,-0.00958536775832957,0.3333333333333333
2022,REG,1,Ezekiel Elliott,RB,DAL,3.647884615384616,10.0,2.8179,10,52,5.2,0,00-0033045,Ezekiel,Elliott,21,E.Elliott,54.03864520093951,-4.038645200939513,-0.44873835565994585,0.5555555555555556
2022,REG,1,Austin Ekeler,RB,LAC,5.671944444444443,14.285714285714285,2.968666666666667,14,36,2.5714285714285716,0,00-0033699,Austin,Ekeler,30,A.Ekeler,44.541239244584666,-8.541239244584666,-0.6100885174703333,0.42857142857142855
2022,REG,1,Derrick Henry,RB,TEN,4.822682926829268,38.095238095238095,3.028714285714286,21,82,3.9047619047619047,0,00-0032764,Derrick,Henry,22,D.Henry,90.38376519585177,-10.383765195851765,-0.5191882597925883,0.4
2022,REG,1,Rashaad Penny,RB,SEA,3.5073333333333334,0.0,2.9657500000000003,12,60,5.0,0,00-0034750,Rashaad,Penny,20,R.Penny,55.18292175009283,0.8170782499071692,0.07427984090065175,0.18181818181818182
2022,REG,1,Najee Harris,RB,PIT,5.901739130434784,30.0,2.4379999999999997,10,23,2.3,0,00-0036893,Najee,Harris,22,N.Harris,38.19344533684438,-15.193445336844377,-1.5193445336844378,0.2
2022,REG,2,Damien Harris,RB,NE,3.0890140845070424,6.666666666666667,2.4397142857142855,15,71,4.733333333333333,1,00-0035657,Damien,Harris,37,D.Harris,64.98899113543612,6.011008864563877,0.40073392430425847,0.4666666666666667
2022,REG,2,Cordarrelle Patterson,RB,ATL,4.077804878048781,10.0,2.8922999999999996,10,41,4.1,0,00-0030578,Cordarrelle,Patterson,84,C.Patterson,41.08009883582594,-0.08009883582594313,-0.008009883582594312,0.4
2022,REG,2,Austin Ekeler,RB,LAC,5.708205128205129,14.285714285714285,2.5987500000000003,14,39,2.7857142857142856,0,00-0033699,Austin,Ekeler,30,A.Ekeler,57.58439515812371,-14.584395158123712,-1.1218765506249009,0.23076923076923078
2022,REG,2,Joe Mixon,RB,CIN,5.010877192982456,36.84210526315789,2.6453529411764705,19,57,3.0,0,00-0033897,Joe,Mixon,28,J.Mixon,69.46088310759772,-20.460883107597724,-1.2788051942248577,0.25
2022,REG,2,Javonte Williams,RB,DEN,3.8097333333333334,0.0,3.2192857142857143,15,75,5.0,0,00-0036997,Javonte,Williams,33,J.Williams,81.69408040235272,-6.694080402352725,-0.446272026823515,0.4666666666666667
2022,REG,2,Antonio Gibson,RB,WAS,6.746785714285713,14.285714285714285,2.513833333333334,14,28,2.0,1,00-0036328,Antonio,Gibson,24,A.Gibson,40.93004632578941,-12.930046325789412,-0.9235747375563866,0.42857142857142855
2022,REG,2,A.J. Dillon,RB,GB,4.139508196721312,0.0,2.6272,18,61,3.388888888888889,0,00-0036265,Algiers,Dillon,28,A.Dillon,80.38009980791604,-19.38009980791604,-1.076672211550891,0.2222222222222222
2022,REG,2,Tyrion Davis-Price,RB,SF,5.8130303030303025,42.857142857142854,2.6421,14,33,2.357142857142857,0,00-0037827,Tyrion,Davis-Price,32,T.Davis-Price,36.52774952390368,-3.5277495239036796,-0.25198210885026284,0.35714285714285715
2022,REG,2,Raheem Mostert,RB,MIA,4.8347058823529405,0.0,3.1299,11,51,4.636363636363637,0,00-0031687,Dominique,Mostert,31,R.Mostert,54.91848964517058,-3.918489645170581,-0.3562263313791437,0.45454545454545453
2022,REG,2,Saquon Barkley,RB,NYG,4.363888888888889,23.809523809523807,2.951444444444445,21,72,3.4285714285714284,0,00-0034844,Saquon,Barkley,26,S.Barkley,88.22687830559587,-19.226878305595875,-0.9613439152797938,0.3
2022,REG,2,Melvin Gordon,RB,DEN,4.1323404255319165,0.0,3.116444444444445,10,47,4.7,0,00-0032144,Melvin,Gordon,25,M.Gordon,37.7579048411636,1.242095158836399,0.13801057320404433,0.5555555555555556
2022,REG,2,Cam Akers,RB,LAR,5.5784090909090915,13.333333333333334,2.7907499999999996,15,44,2.933333333333333,0,00-0036414,Cam,Akers,3,C.Akers,55.24643267209587,-11.246432672095871,-0.7497621781397247,0.4
2022,REG,2,Jamaal Williams,RB,DET,3.2513207547169816,33.33333333333333,2.76675,12,53,4.416666666666667,0,00-0033948,Jamaal,Williams,30,Ja.Williams,56.616893424951876,-3.6168934249518756,-0.3014077854126563,0.4166666666666667
2022,REG,2,Leonard Fournette,RB,TB,5.377076923076924,20.833333333333336,3.2642272727272723,24,65,2.7083333333333335,0,00-0033856,Leonard,Fournette,7,L.Fournette,97.09878331899823,-32.09878331899823,-1.3374493049582596,0.20833333333333334
2022,REG,2,Miles Sanders,RB,PHI,3.267875000000001,0.0,2.7893749999999997,17,80,4.705882352941177,0,00-0035243,Miles,Sanders,26,M.Sanders,87.98833152915799,-10.988331529157989,-0.6867707205723743,0.25
2022,REG,2,Josh Jacobs,RB,LV,3.8107246376811594,26.31578947368421,2.6813888888888884,19,69,3.6315789473684212,0,00-0035700,Joshua,Jacobs,28,J.Jacobs,59.71821685091477,4.2817831490852285,0.23787684161584602,0.4444444444444444
2022,REG,2,David Montgomery,RB,CHI,2.7977868852459022,0.0,2.7632857142857143,15,122,8.133333333333333,0,00-0035685,David,Montgomery,32,D.Montgomery,64.69116089782965,57.30883910217035,3.8205892734780234,0.6
2022,REG,2,Mark Ingram,RB,NO,3.2831034482758628,40.0,3.03,10,58,5.8,0,00-0027966,Mark,Ingram,22,M.Ingram,47.76611729216999,10.233882707830013,1.0233882707830013,0.5
2022,REG,2,Derrick Henry,RB,TEN,7.630800000000001,15.384615384615385,2.8326249999999997,13,25,1.9230769230769231,1,00-0032764,Derrick,Henry,22,D.Henry,66.13614430010959,-41.13614430010959,-3.1643187923161227,0.15384615384615385
2022,REG,2,Kareem Hunt,RB,CLE,3.8079310344827575,46.15384615384615,3.0566666666666666,13,58,4.461538461538462,0,00-0033923,Kareem,Hunt,27,K.Hunt,42.63728150336587,15.36271849663413,1.1817475766641639,0.38461538461538464
2022,REG,2,Aaron Jones,RB,GB,2.703257575757575,0.0,2.8754999999999993,15,132,8.8,1,00-0033293,Aaron,Jones,33,A.Jones,78.94954871736505,50.05045128263495,3.5750322344739254,0.5714285714285714
2022,REG,2,Darrell Henderson,RB,LAR,3.197234042553191,0.0,2.8244,10,47,4.7,1,00-0035664,Darrell,Henderson,27,D.Henderson,41.73520104072306,3.2647989592769378,0.36275543991965975,0.4444444444444444
2022,REG,2,Christian McCaffrey,RB,CAR,3.046176470588235,13.333333333333334,2.6952307692307693,15,102,6.8,0,00-0033280,Christian,McCaffrey,22,C.McCaffrey,81.3559937522623,17.644006247737707,1.2602861605526934,0.35714285714285715
2022,REG,2,Ezekiel Elliott,RB,DAL,4.53,6.666666666666667,2.816357142857143,15,53,3.533333333333333,0,00-0033045,Ezekiel,Elliott,21,E.Elliott,64.12181474156709,-11.121814741567093,-0.7414543161044729,0.4666666666666667
2022,REG,2,Dameon Pierce,RB,HOU,3.558260869565217,20.0,2.8264615384615386,15,69,4.6,0,00-0037258,Dameon,Pierce,31,D.Pierce,69.68901668301211,-0.6890166830121132,-0.045934445534140875,0.3333333333333333
2022,REG,2,James Robinson,RB,JAX,4.794218749999998,8.695652173913043,2.861166666666667,23,64,2.782608695652174,1,00-0035831,James,Robinson,25,J.Robinson,91.82580683372119,-27.825806833721188,-1.2098176884226604,0.13043478260869565
2022,REG,2,Najee Harris,RB,PIT,5.103469387755102,20.0,3.1997999999999993,15,49,3.2666666666666666,0,00-0036893,Najee,Harris,22,N.Harris,73.41749280882792,-24.417492808827916,-1.6278328539218612,0.2
2022,REG,2,James Cook,RB,BUF,3.918867924528301,0.0,3.010727272727273,11,53,4.818181818181818,0,00-0037248,James,Cook,28,J.Cook,49.47617847263206,3.523821527367943,0.3203474115789039,0.18181818181818182
2022,REG,2,Jeffery Wilson,RB,SF,3.6722619047619043,5.555555555555555,2.8043125,18,84,4.666666666666667,0,00-0034115,Jeffery,Wilson,22,J.Wilson,69.19004889980927,14.80995110019073,0.8227750611217073,0.6111111111111112
2022,REG,2,Tyler Allgeier,RB,ATL,4.193666666666667,0.0,2.7754,10,30,3.0,0,00-0037263,Tyler,Allgeier,25,T.Allgeier,36.48392339061968,-6.48392339061968,-0.6483923390619679,0.3
2022,REG,2,Nick Chubb,RB,CLE,4.217586206896552,23.52941176470588,3.3479999999999994,17,87,5.117647058823529,3,00-0034791,Nicholas,Chubb,24,N.Chubb,82.69198881203715,4.3080111879628475,0.25341242282134396,0.35294117647058826
2022,REG,3,Christian McCaffrey,RB,CAR,3.510740740740741,12.0,2.7878799999999995,25,108,4.32,0,00-0033280,Christian,McCaffrey,22,C.McCaffrey,124.01936729475018,-16.019367294750182,-0.6407746917900073,0.36
2022,REG,3,Miles Sanders,RB,PHI,4.638478260869566,26.666666666666668,2.881153846153846,15,46,3.066666666666667,0,00-0035243,Miles,Sanders,26,M.Sanders,53.11859128019713,-7.11859128019713,-0.474572752013142,0.26666666666666666
2022,REG,3,Jeffery Wilson,RB,SF,2.917733333333333,8.333333333333332,2.744272727272727,12,75,6.25,0,00-0034115,Jeffery,Wilson,22,J.Wilson,44.505379782390605,30.494620217609395,2.5412183514674496,0.3333333333333333
2022,REG,3,Kareem Hunt,RB,CLE,4.447021276595745,33.33333333333333,3.1477500000000003,12,47,3.9166666666666665,0,00-0033923,Kareem,Hunt,27,K.Hunt,55.37141353944462,-8.371413539444617,-0.6976177949537181,0.3333333333333333
