player_name,player_id,season,season_type,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,fantasy_points,fantasy_points_ppr,games,age,years_exp,height,weight,ngs_avg_cushion,ngs_avg_separation,ngs_avg_intended_air_yards,ngs_percent_share_of_intended_air_yards,ngs_catch_percentage,ngs_avg_yac,ngs_avg_expected_yac,ngs_avg_yac_above_expectation,headshot_url
Tay Martin,00-0037524,2024,REG,1,2,49.0,1,0.0,0.0,63.0,5.0,1.0,5.3682950005168095,0,0.7777777777777778,0.07692307692307693,0.21070234113712374,0.262876254180602,10.9,11.9,1,26.0,2.0,75.0,186.0,,,,,,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lw5fyir7yjme4qxrrxfy"
Tee Higgins,00-0036410,2024,REG,73,109,911.0,10,1.0,1.0,1067.0,228.0,48.0,57.34829599279861,0,10.711024695073494,0.2610053172538443,4.145518094027732,7.599958376388609,149.1,222.10000000000002,12,25.0,4.0,76.0,210.0,6.22211009174312,2.371985075660237,10.538990825688073,24.564783669524275,66.97247706422019,3.2075342465753423,2.026651924792704,1.1808823217826383,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/swqgkrdmjecz3vumrex5"
Terrace Marshall Jr.,00-0036955,2022,REG,28,47,490.0,1,1.0,0.0,586.0,132.0,23.0,21.400174034797754,0,11.45926852031477,0.15044219321408975,3.3936107321739675,5.309150280196527,55.0,83.0,13,24.0,3.0,74.0,200.0,5.102391304347826,2.581705838573924,12.461914893617022,18.276707814820828,59.57446808510638,5.697500000000001,4.456214233557595,1.241285766442406,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wyzlucfowqdntj6nkh7m"
Terry McLaurin,00-0035659,2024,REG,82,117,1096.0,13,0.0,0.0,1561.0,292.0,56.0,71.7669081860492,0,12.952061113672118,0.2329836802246764,6.732952730412294,10.654150757017854,185.8,267.8,17,28.0,5.0,72.0,210.0,6.540357142857142,2.732656982034049,13.670256410256409,40.243156811485534,70.08547008547008,3.698048780487804,2.8021144777413616,0.8959343027464426,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wokz1etv1wj1vhbmvxgs"
Tim Jones,00-0036497,2023,REG,11,18,83.0,0,0.0,0.0,152.0,31.0,4.0,-0.08781309308533114,0,6.169862155388471,0.055342143779013066,0.5006253948154679,1.0975567173875038,8.3,19.3,9,26.0,3.0,73.0,202.0,6.24,2.9247884749676407,14.078,16.659566411057465,60.0,1.8433333333333348,1.4437708870281083,0.3995624463052263,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aufwsgk6syholp9f7dy6"
Tim Patrick,00-0033375,2024,REG,33,44,394.0,3,0.0,0.0,439.0,141.0,20.0,18.695532686152028,1,14.743854939796256,0.08911818594015528,2.255969676859657,3.5843379574552534,59.400000000000006,92.4,15,30.0,7.0,76.0,212.0,5.442500000000001,3.7773645679775134,8.910982142857144,20.542453475601675,67.85714285714286,2.1462500000000007,2.1963511662638098,-0.050101166263809,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tsbe7jbwmgzby45hnb3j"
Tom Kennedy,00-0035544,2022,REG,8,15,141.0,0,0.0,0.0,134.0,73.0,7.0,7.931223585629738,0,7.924429005578499,0.10697435897435896,0.6636077420670266,1.2668331117546108,14.100000000000001,22.1,5,28.0,5.0,70.0,194.0,8.18,2.2945244641218485,13.440000000000005,16.929510757293297,60.0,5.63333333333333,3.6333904118378846,1.9999429214954456,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i4s3x6uwpru9p2czwode"
Tre Tucker,00-0038563,2024,REG,47,81,539.0,3,0.0,0.0,1017.0,208.0,24.0,12.27349475010778,0,9.74208837086245,0.13773577718684535,4.089842445972224,6.375152030445113,82.30000000000001,129.3,17,23.0,1.0,69.0,185.0,6.159999999999998,2.801287643486286,12.500493827160494,24.694832703690796,58.0246913580247,4.52,4.539111352806705,-0.0191113528067052,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/soebzcfwhgnjffwqv1ox"
Tre'Quan Smith,00-0034765,2022,REG,19,27,278.0,1,0.0,0.0,331.0,66.0,14.0,7.385662595776214,0,7.95652374144511,0.0929296094793991,1.1286682113022324,2.0446174758834506,33.800000000000004,52.800000000000004,9,28.0,6.0,74.0,210.0,7.872666666666666,3.630794857771482,15.630499999999998,18.710441105085472,81.66666666666667,5.83925,4.039673784555765,1.7995762154442354,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tlpyarxwfw6jue0m0e0o"
Trent Sherfield,00-0034487,2022,REG,30,51,417.0,2,0.0,0.0,561.0,138.0,18.0,6.536412975165588,0,13.14968579228577,0.09532628136940538,1.7040846764721993,3.4806900263962683,53.7,83.7,16,28.0,6.0,73.0,219.0,5.9,2.864272470289376,10.474901960784312,10.367506787532289,58.82352941176471,5.112666666666668,3.0546211603171924,2.058045506349475,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esdvav44ezzmwbwe1rju"
Trent Taylor,00-0033292,2022,REG,6,10,62.0,0,0.0,0.0,45.0,43.0,1.0,-0.3390488504928677,0,6.694736842105263,0.05061016899252194,0.19756758211826658,0.593788828415484,7.700000000000001,13.700000000000001,6,30.0,7.0,68.0,181.0,,,,,,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vtuh6trohr5x60eysy87"
Trenton Irwin,00-0035341,2023,REG,25,32,316.0,1,1.0,0.0,337.0,110.0,15.0,19.366652398907792,0,15.506160216981595,0.08936359169423685,1.4948583502580963,2.3868547205942203,37.6,62.6,10,28.0,5.0,74.0,207.0,6.478777777777778,2.3964382428701048,8.73011111111111,23.07010494449061,52.22222222222222,2.2505555555555556,2.739056393415557,-0.4885008378600018,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q6yiyvs3vlibz7w0wa9b"
