NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Avg,TM SNAP %,DEPTH_ranking,Avg_ranking,TM SNAP %_ranking,depth_score,TM_SNAP,avg_norm,rating,games,max_team_rating,team_relative_rating,final_rating,height,weight,headshot_url
Damien Lewis,G,CAR,1.0,59.0,48.0,54.0,,60.0,66.0,42.0,61.0,53.0,60.0,,62.0,70.0,71.0,55.0,68.0,47.0,67.0,58,91.2,1.0,129.0,85.0,1.0,0.912,0.8169014084507042,0.8165959311424099,16,0.8302410015649453,0.9835649282596073,0.7384954497817251,74.0,332.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lmhfsekpu98or1nsne1g"
Broderick Jones,OT,PIT,1.0,68.0,11.0,68.0,70.0,58.0,67.0,68.0,66.0,,77.0,78.0,69.0,69.0,65.0,43.0,60.0,75.0,61.0,63,95.0,1.0,61.0,61.0,1.0,0.95,0.8873239436619719,0.8983528951486698,17,0.9165341158059467,0.9801630726628333,0.7361141508639834,77.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/unrqqion7nfuug5wp5l4"
John Simpson,OL,NYJ,1.0,51.0,57.0,73.0,74.0,72.0,63.0,57.0,62.0,12.0,58.0,50.0,,68.0,68.0,58.0,69.0,63.0,64.0,59,95.6,1.0,121.0,58.0,1.0,0.956,0.8309859154929577,0.8840904538341159,17,0.9085289514866979,0.9731010248901906,0.7311707174231334,76.0,330.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdcuqnjbvqtyte2wxlyy"
Robert Jones,OL,MIA,1.0,71.0,40.0,61.0,60.0,78.0,,69.0,65.0,61.0,29.0,68.0,68.0,71.0,72.0,68.0,67.0,60.0,70.0,63,94.7,1.0,61.0,63.0,1.0,0.9470000000000001,0.8873239436619719,0.8975028951486698,17,0.9244913928012518,0.9708071942446045,0.7295650359712231,76.0,330.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yiw8xqoot4xazyttx9bg"
Landon Dickerson,G,PHI,1.0,76.0,,72.0,57.0,,62.0,54.0,58.0,79.0,54.0,63.0,71.0,56.0,58.0,31.0,74.0,60.0,,62,86.1,1.0,85.0,108.0,1.0,0.861,0.8732394366197183,0.7668931924882629,15,0.7964776995305165,0.9628558250159519,0.7239990775111663,78.0,325.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ay7eethpsr0mg1zzjojz"
Tytus Howard,OT,HOU,1.0,79.0,62.0,67.0,75.0,,66.0,64.0,71.0,79.0,68.0,64.0,56.0,63.0,,50.0,59.0,50.0,45.0,63,92.0,1.0,61.0,81.0,1.0,0.92,0.8873239436619719,0.837508607198748,16,0.8804310641627544,0.9512483615002573,0.7158738530501801,77.0,322.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iimyjb9z5kvn39zlgbqg"
Jawaan Taylor,OT,KC,1.0,54.0,65.0,74.0,62.0,84.0,,70.0,72.0,85.0,68.0,55.0,74.0,71.0,69.0,75.0,54.0,62.0,,68,95.3,1.0,5.0,59.0,1.0,0.953,0.9577464788732394,0.8650879499217526,16,0.9128507824726134,0.9476772836613154,0.7133740985629208,77.0,312.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/df4apinsktkle7rsepax"
Liam Eichenberg,OL,MIA,1.0,71.0,76.0,61.0,60.0,78.0,,69.0,65.0,61.0,53.0,68.0,68.0,71.0,72.0,68.0,33.0,26.0,35.0,60,90.9,1.0,105.0,87.0,1.0,0.909,0.8450704225352113,0.8747643974960877,17,0.9244913928012518,0.9462115107913671,0.712348057553957,78.0,308.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gkzweawndduh9gpajpxs"
Patrick Mekari,OL,BAL,1.0,60.0,47.0,63.0,57.0,78.0,68.0,59.0,68.0,57.0,63.0,61.0,65.0,72.0,,49.0,62.0,63.0,6.0,58,89.9,1.0,129.0,94.0,1.0,0.899,0.8169014084507042,0.8639498435054772,17,0.9196507824726134,0.9394325106565166,0.7076027574595616,76.0,308.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t7vsxnwwujz83asnddmj"
Sean Rhyan,G,GB,1.0,42.0,50.0,63.0,76.0,59.0,40.0,45.0,48.0,65.0,,46.0,72.0,54.0,42.0,64.0,69.0,63.0,65.0,56,88.8,1.0,144.0,98.0,1.0,0.888,0.7887323943661971,0.8528519561815336,17,0.9102528951486698,0.9369395700106387,0.7058576990074471,77.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sfqsap6pmdq9mutx2dxk"
Joe Alt,OT,LAC,1.0,57.0,69.0,46.0,,,78.0,66.0,66.0,57.0,59.0,67.0,69.0,46.0,60.0,52.0,65.0,79.0,75.0,63,94.8,1.0,61.0,62.0,1.0,0.948,0.8873239436619719,0.8449752738654146,16,0.9059789514866979,0.9326654581531092,0.7028658207071764,80.0,322.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xn3px9imparnxiepwbox"
Spencer Brown,OT,BUF,1.0,62.0,45.0,64.0,59.0,61.0,66.0,55.0,76.0,66.0,66.0,,,58.0,60.0,65.0,59.0,70.0,,62,85.7,1.0,85.0,110.0,1.0,0.857,0.8732394366197183,0.7658931924882629,15,0.8254184663536775,0.9278847320579462,0.6995193124405623,72.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mmqzyzoau79or5w0izzq"
Spencer Brown,OT,BUF,1.0,62.0,45.0,64.0,59.0,61.0,66.0,55.0,76.0,66.0,66.0,,,58.0,60.0,65.0,59.0,70.0,,62,85.7,1.0,85.0,110.0,1.0,0.857,0.8732394366197183,0.7658931924882629,15,0.8254184663536775,0.9278847320579462,0.6995193124405623,80.0,321.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/up0fkifwjpoxgiqhg8ft"
Graham Glasgow,G,DET,1.0,61.0,85.0,68.0,53.0,,68.0,57.0,48.0,57.0,65.0,79.0,72.0,70.0,80.0,79.0,,71.0,68.0,67,94.3,1.0,11.0,64.0,1.0,0.943,0.9436619718309859,0.8586654147104851,16,0.9281986697965571,0.9250879608550696,0.6975615725985488,78.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxvzi4lpyaty3ritme6w"
Graham Barton,C,TB,1.0,64.0,48.0,57.0,77.0,53.0,,82.0,73.0,55.0,61.0,,65.0,80.0,62.0,72.0,72.0,77.0,67.0,66,93.3,1.0,18.0,71.0,1.0,0.9329999999999999,0.9295774647887324,0.8522428794992174,16,0.9222247261345853,0.9241162759442701,0.6968813931609891,77.0,311.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjx2on1ceslzkbcywttp"
Josh Myers,C,GB,1.0,65.0,70.0,63.0,76.0,59.0,68.0,58.0,70.0,,,46.0,68.0,54.0,50.0,64.0,69.0,63.0,65.0,63,93.0,1.0,61.0,74.0,1.0,0.93,0.8873239436619719,0.8401752738654147,16,0.9102528951486698,0.923013020165336,0.6961091141157353,77.0,312.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qy9bh2ybwsujmpz3orsb"
Ikem Ekwonu,OT,CAR,1.0,59.0,48.0,74.0,70.0,60.0,66.0,43.0,50.0,,,,62.0,70.0,71.0,55.0,68.0,47.0,67.0,60,88.0,1.0,105.0,103.0,1.0,0.88,0.8450704225352113,0.7646009389671362,15,0.8302410015649453,0.9209385437793578,0.6946569806455505,76.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yfz4gek4d8ztcdeouhwu"
Kaleb McGary,OT,ATL,1.0,56.0,,15.0,,87.0,70.0,73.0,62.0,57.0,78.0,59.0,,81.0,74.0,58.0,67.0,64.0,79.0,65,91.1,1.0,33.0,86.0,1.0,0.9109999999999999,0.9154929577464789,0.789956572769953,15,0.8604870109546165,0.9180342790922345,0.6926239953645641,78.0,306.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/woenkunxflhpuxb8kzqb"
Frank Ragnow,C,DET,1.0,61.0,85.0,68.0,,,57.0,57.0,42.0,57.0,65.0,63.0,72.0,70.0,80.0,79.0,65.0,71.0,68.0,66,92.5,1.0,18.0,78.0,1.0,0.925,0.9295774647887324,0.8501095461658841,16,0.9281986697965571,0.915870248286621,0.6911091738006347,77.0,311.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mequnmjjuonmyvhuxuu2"
Anton Harrison,OT,JAX,1.0,53.0,60.0,47.0,58.0,58.0,59.0,61.0,57.0,51.0,44.0,48.0,,70.0,,84.0,66.0,58.0,69.0,58,91.3,1.0,129.0,84.0,1.0,0.9129999999999999,0.8169014084507042,0.8168625978090766,16,0.897147730829421,0.9105106881938829,0.6873574817357181,77.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ez7yq5xihio1e1stxfwi"
Kevin Zeitler,G,DET,1.0,61.0,85.0,68.0,53.0,,57.0,,42.0,57.0,65.0,63.0,72.0,70.0,77.0,79.0,65.0,71.0,63.0,65,91.4,1.0,33.0,83.0,1.0,0.914,0.9154929577464789,0.8434203442879499,16,0.9281986697965571,0.9086635994348182,0.6860645196043728,76.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l7m6q3fbvbot23tshcma"
Ethan Pocic,C,CLE,1.0,76.0,72.0,67.0,21.0,52.0,,84.0,69.0,79.0,,70.0,58.0,86.0,72.0,62.0,66.0,79.0,59.0,67,90.8,1.0,11.0,89.0,1.0,0.9079999999999999,0.9436619718309859,0.8493320813771517,16,0.9356132237871675,0.907781185412528,0.6854468297887696,78.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wmmfnxfib63sjmqn5z5j"
Cooper Beebe,G,DAL,1.0,62.0,70.0,80.0,56.0,76.0,69.0,,62.0,77.0,60.0,83.0,66.0,76.0,24.0,,60.0,62.0,78.0,66,90.6,1.0,18.0,91.0,1.0,0.9059999999999999,0.9295774647887324,0.8450428794992174,16,0.9324726134585288,0.9062388184945875,0.6843671729462113,76.0,335.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j6wrhplfzjkjwosi6cqa"
Darnell Wright,OT,CHI,1.0,56.0,70.0,90.0,60.0,75.0,66.0,,63.0,57.0,,72.0,76.0,37.0,49.0,64.0,64.0,61.0,62.0,63,90.0,1.0,61.0,93.0,1.0,0.9,0.8873239436619719,0.8321752738654147,16,0.921091392801252,0.9034665619169203,0.6824265933418442,78.0,335.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/udlz5dbyjxvi0zwnjlwe"
Tyler Smith,G,DAL,1.0,62.0,70.0,80.0,56.0,76.0,51.0,,62.0,77.0,54.0,70.0,,76.0,60.0,64.0,60.0,59.0,78.0,65,90.1,1.0,33.0,92.0,1.0,0.9009999999999999,0.9154929577464789,0.8399536776212831,16,0.9324726134585288,0.9007810690610053,0.6805467483427037,78.0,332.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u2awdjvudoqfmsxyjusp"
Tyler Smith,G,DAL,1.0,62.0,70.0,80.0,56.0,76.0,51.0,,62.0,77.0,54.0,70.0,,76.0,60.0,64.0,60.0,59.0,78.0,65,90.1,1.0,33.0,92.0,1.0,0.9009999999999999,0.9154929577464789,0.8399536776212831,16,0.9324726134585288,0.9007810690610053,0.6805467483427037,80.0,310.0,
Tristan Wirfs,OT,TB,1.0,64.0,48.0,57.0,74.0,53.0,77.0,82.0,73.0,55.0,17.0,,,80.0,62.0,69.0,72.0,66.0,67.0,63,89.0,1.0,61.0,96.0,1.0,0.89,0.8873239436619719,0.829508607198748,16,0.9222247261345853,0.8994647223085768,0.6796253056160038,77.0,322.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u3cdeldl9ofkt4zw4bbv"
Lane Johnson,OT,PHI,1.0,76.0,,18.0,,,62.0,54.0,55.0,79.0,54.0,71.0,71.0,56.0,58.0,79.0,74.0,59.0,,62,81.0,1.0,85.0,125.0,1.0,0.81,0.8732394366197183,0.7038669796557121,14,0.7964776995305165,0.8837246542754508,0.6686072579928155,78.0,317.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ihfb7irweg0ehyty8qzx"
Beaux Limmer,OL,LAR,1.0,41.0,52.0,58.0,61.0,78.0,,55.0,72.0,77.0,,52.0,64.0,56.0,77.0,65.0,52.0,57.0,,57,84.1,1.0,137.0,115.0,1.0,0.841,0.8028169014084507,0.744287558685446,15,0.8463311424100155,0.879428301038303,0.6655998107268122,77.0,307.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y54rcpzoyoxiuffxz9gy"
Alaric Jackson,OL,LAR,1.0,,,58.0,61.0,78.0,,55.0,72.0,77.0,70.0,52.0,64.0,56.0,77.0,65.0,52.0,57.0,,63,93.1,1.0,61.0,72.0,1.0,0.9309999999999999,0.8873239436619719,0.7353866979655712,14,0.8463311424100155,0.8689113056521606,0.6582379139565124,79.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bzmde6patijvpixsqyct"
Mekhi Becton,OT,PHI,1.0,76.0,,14.0,57.0,,62.0,15.0,,79.0,68.0,71.0,71.0,56.0,58.0,79.0,74.0,52.0,,60,78.0,1.0,105.0,137.0,1.0,0.78,0.8450704225352113,0.6902942097026604,14,0.7964776995305165,0.8666836624673284,0.6566785637271298,79.0,355.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ov1bj8dpbnb8nooypbkz"
Shaq Mason,G,HOU,1.0,79.0,62.0,67.0,75.0,68.0,63.0,64.0,71.0,79.0,68.0,64.0,56.0,63.0,,50.0,4.0,,,62,84.3,1.0,85.0,114.0,1.0,0.843,0.8732394366197183,0.762393192488263,15,0.8804310641627544,0.865931727673944,0.6561522093717608,73.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h2j9pcx5k3kfbxgq1bb7"
Trevor Penning,OT,NO,2.0,66.0,53.0,56.0,74.0,53.0,70.0,70.0,73.0,79.0,53.0,60.0,,70.0,68.0,55.0,56.0,60.0,66.0,63,99.4,161.0,61.0,23.0,0.6666666666666667,0.9940000000000001,0.8873239436619719,0.7848936358894105,17,0.9079862284820032,0.864433414592221,0.6551033902145547,79.0,321.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p2etr2kkzbltke5hrjmt"
Jackson Powers-Johnson,G,OAK,1.0,,,21.0,59.0,70.0,63.0,79.0,58.0,61.0,,65.0,77.0,68.0,67.0,67.0,73.0,77.0,51.0,63,85.1,1.0,61.0,111.0,1.0,0.851,0.8873239436619719,0.7679143192488262,15,0.9003362284820031,0.8529194926916974,0.6470436448841882,75.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nx60tzzagfyjjxb9lnws"
Ezra Cleveland,G,JAX,1.0,53.0,60.0,71.0,58.0,58.0,62.0,61.0,36.0,,,47.0,,70.0,59.0,84.0,67.0,56.0,69.0,60,88.2,1.0,105.0,102.0,1.0,0.882,0.8450704225352113,0.7651009389671363,15,0.897147730829421,0.8528148850800678,0.6469704195560474,78.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixo99zhnqnqgek8wnvbr"
Roger Rosengarten,OT,BAL,1.0,20.0,18.0,,57.0,71.0,68.0,59.0,68.0,57.0,63.0,61.0,65.0,72.0,,59.0,62.0,63.0,70.0,54,84.1,1.0,153.0,115.0,1.0,0.841,0.7605633802816901,0.7826391236306729,16,0.9196507824726134,0.8510177325423842,0.645712412779669,77.0,300.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/afautaj9paphmazcref6"
Zach Frazier,C,PIT,1.0,68.0,66.0,68.0,70.0,58.0,48.0,,,,78.0,78.0,69.0,69.0,65.0,43.0,60.0,75.0,61.0,65,86.4,1.0,33.0,107.0,1.0,0.8640000000000001,0.9154929577464789,0.7782065727699531,15,0.9165341158059467,0.8490754019403234,0.6443527813582264,75.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qblewgawl5mquwcqnwhl"
John Michael Schmitz Jr.,C,NYG,1.0,71.0,56.0,72.0,69.0,72.0,79.0,58.0,72.0,65.0,75.0,,59.0,63.0,49.0,68.0,59.0,,,65,87.7,1.0,33.0,104.0,1.0,0.877,0.9154929577464789,0.7814565727699531,15,0.9244913928012518,0.8452826914938639,0.6416978840457047,,,
DJ Glaze,OT,OAK,1.0,,,62.0,59.0,70.0,63.0,79.0,58.0,61.0,,65.0,77.0,68.0,67.0,67.0,74.0,77.0,51.0,58,88.9,1.0,129.0,97.0,1.0,0.889,0.8169014084507042,0.7598086854460094,15,0.9003362284820031,0.843916596277673,0.6407416173943711,76.0,305.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pm4cdzcchzegqcoiizeh"
Taylor Moton,OT,CAR,1.0,59.0,48.0,74.0,70.0,29.0,,,61.0,53.0,60.0,,62.0,70.0,71.0,55.0,68.0,,67.0,60,81.9,1.0,105.0,123.0,1.0,0.8190000000000001,0.8450704225352113,0.6993942097026604,14,0.8302410015649453,0.8423990243608206,0.6396793170525744,77.0,325.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbtlqcz25stu0u4cgprx"
Alijah Vera-Tucker,G,NYJ,1.0,51.0,57.0,73.0,74.0,72.0,63.0,26.0,,,58.0,51.0,,68.0,68.0,58.0,69.0,63.0,64.0,61,85.8,1.0,98.0,109.0,1.0,0.858,0.8591549295774648,0.7626220657276995,15,0.9085289514866979,0.8394031521832745,0.6375822065282922,77.0,310.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ytzai7qk5arhzhmvkzrz"
Rashawn Slater,OT,LAC,1.0,57.0,69.0,30.0,,,72.0,66.0,66.0,57.0,59.0,67.0,69.0,46.0,60.0,52.0,65.0,69.0,,60,84.7,1.0,105.0,113.0,1.0,0.847,0.8450704225352113,0.7563509389671362,15,0.9059789514866979,0.8348438313340234,0.6343906819338164,76.0,305.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e3b62zjsscttqkmlqgud"
Demontrey Jacobs,OT,NE,1.0,,,14.0,64.0,60.0,66.0,60.0,67.0,48.0,64.0,76.0,50.0,72.0,,51.0,73.0,38.0,64.0,57,79.3,1.0,137.0,129.0,1.0,0.7929999999999999,0.8028169014084507,0.732287558685446,15,0.8818477308294209,0.8304013641864154,0.6312809549304907,78.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwpdpy3fleg0ogitc8md"
Matt Pryor,G,CHI,1.0,,,90.0,60.0,71.0,66.0,,63.0,74.0,60.0,72.0,76.0,67.0,53.0,67.0,64.0,61.0,62.0,59,88.6,1.0,121.0,99.0,1.0,0.8859999999999999,0.8309859154929577,0.7625798122065728,15,0.921091392801252,0.8279089547101197,0.6295362682970838,79.0,332.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kz8cwakpz0vhxhggv37c"
Tyler Biadasz,C,WAS,1.0,59.0,72.0,59.0,72.0,67.0,59.0,54.0,74.0,62.0,59.0,66.0,70.0,83.0,,,68.0,22.0,,63,81.3,1.0,61.0,124.0,1.0,0.813,0.8873239436619719,0.7584143192488263,15,0.9256486697965571,0.8193328030336972,0.623532962123588,76.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ls6xqzbvxs8pwkhwjwph"
Dillon Radunz,OT,TEN,1.0,49.0,66.0,54.0,65.0,,58.0,73.0,75.0,,54.0,59.0,67.0,55.0,64.0,70.0,31.0,,62.0,60,82.4,1.0,105.0,122.0,1.0,0.8240000000000001,0.8450704225352113,0.7506009389671362,15,0.9165101721439749,0.8189772048151628,0.6232840433706139,78.0,299.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tfmsc9jipbzj66mfrbl6"
Jermaine Eluemunor,OL,NYG,1.0,71.0,56.0,72.0,69.0,72.0,79.0,58.0,72.0,65.0,75.0,,4.0,,,68.0,59.0,56.0,53.0,61,82.6,1.0,98.0,120.0,1.0,0.826,0.8591549295774648,0.7546220657276995,15,0.9244913928012518,0.8162564536606011,0.6213795175624207,76.0,335.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hoxvogcggmnpziljkvkn"
Dylan Parham,G,OAK,1.0,60.0,63.0,43.0,51.0,70.0,20.0,,,32.0,,65.0,77.0,68.0,67.0,67.0,74.0,74.0,51.0,58,78.5,1.0,129.0,133.0,1.0,0.785,0.8169014084507042,0.7338086854460094,15,0.9003362284820031,0.8150384958775182,0.6205269471142627,75.0,285.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xqiimieepawnkpibc266"
Mason McCormick,G,PIT,1.0,,,25.0,70.0,58.0,67.0,68.0,66.0,,78.0,78.0,69.0,69.0,65.0,43.0,60.0,75.0,48.0,55,83.2,1.0,147.0,119.0,1.0,0.8320000000000001,0.7746478873239436,0.7349953051643193,15,0.9165341158059467,0.8019290198685155,0.6113503139079609,77.0,305.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sru4pxfdcc3n99d9xbkm"
Trey Pipkins III,OT,LAC,1.0,57.0,69.0,45.0,56.0,,30.0,66.0,66.0,57.0,,63.0,67.0,44.0,57.0,39.0,60.0,,62.0,55,78.5,1.0,147.0,133.0,1.0,0.785,0.7746478873239436,0.7232453051643192,15,0.9059789514866979,0.7983025477330179,0.6088117834131125,,,
Paris Johnson Jr.,OT,ARI,1.0,61.0,60.0,59.0,59.0,58.0,58.0,57.0,66.0,58.0,52.0,,58.0,82.0,71.0,66.0,,,,61,90.9,1.0,98.0,87.0,1.0,0.909,0.8591549295774648,0.7236805946791863,14,0.9079862284820032,0.7970171484748793,0.6079120039324155,78.0,315.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zs9hdvwsw4z8nsnqsueo"
Cam Robinson,OT,MIN,2.0,53.0,60.0,71.0,58.0,58.0,62.0,5.0,,73.0,84.0,73.0,9.0,53.0,60.0,77.0,66.0,72.0,65.0,58,85.1,161.0,129.0,111.0,0.6666666666666667,0.851,0.8169014084507042,0.7244239175795514,17,0.9205007824726134,0.7869889210019269,0.6008922447013488,78.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjygiskkmwgwqhswdvac"
Brandon Coleman,OT,WAS,1.0,14.0,22.0,29.0,35.0,33.0,30.0,15.0,,62.0,64.0,66.0,70.0,83.0,,78.0,68.0,83.0,38.0,49,67.9,1.0,167.0,156.0,1.0,0.679,0.6901408450704225,0.7206597809076681,16,0.9256486697965571,0.7785456884695332,0.5949819819286732,78.0,325.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u80ymxkfqhyx08gofhbj"
Mike McGlinchey,OT,DEN,1.0,69.0,59.0,,,,,63.0,72.0,72.0,58.0,59.0,68.0,66.0,,63.0,64.0,60.0,74.0,65,99.1,1.0,33.0,27.0,1.0,0.991,0.9154929577464789,0.7019623630672926,13,0.9128268388106415,0.7689983830689152,0.5882988681482406,80.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/swckd2db6zf3wxl2imfl"
Amarius Mims,OT,CIN,1.0,,,39.0,67.0,47.0,53.0,55.0,58.0,73.0,82.0,82.0,,62.0,71.0,69.0,34.0,30.0,14.0,55,73.5,1.0,147.0,146.0,1.0,0.735,0.7746478873239436,0.7107453051643192,15,0.9244913928012518,0.7687960220059248,0.5881572154041473,80.0,340.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wd6jgoem3ajvada2h7qx"
Bernhard Raimann,OT,IND,1.0,45.0,56.0,56.0,66.0,70.0,70.0,61.0,64.0,,13.0,,,62.0,,76.0,62.0,77.0,78.0,61,78.7,1.0,98.0,132.0,1.0,0.787,0.8591549295774648,0.6952139280125196,14,0.9113862284820031,0.7628093406353766,0.5839665384447636,78.0,305.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hjwmelj38eqnelm4qhuo"
Terron Armstead,OT,MIA,1.0,71.0,46.0,20.0,,78.0,,69.0,65.0,61.0,53.0,68.0,49.0,71.0,5.0,,67.0,27.0,70.0,54,72.1,1.0,153.0,150.0,1.0,0.721,0.7605633802816901,0.7037241784037559,15,0.9244913928012518,0.761201438848921,0.5828410071942447,77.0,304.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zjqocz6fl2qrhxqkgdbp"
Luke Wattenberg,C,DEN,1.0,69.0,61.0,68.0,61.0,53.0,,,,,58.0,59.0,68.0,66.0,,63.0,64.0,60.0,74.0,63,98.4,1.0,61.0,40.0,1.0,0.9840000000000001,0.8873239436619719,0.6943424100156494,13,0.9128268388106415,0.7606507395426013,0.582455517679821,77.0,300.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rwqlxxwcuure9x96shnw"
Vederian Lowe,OT,NE,1.0,53.0,65.0,,,60.0,11.0,,67.0,69.0,64.0,76.0,69.0,72.0,,51.0,73.0,53.0,21.0,57,73.6,1.0,137.0,145.0,1.0,0.736,0.8028169014084507,0.6701683881064163,14,0.8818477308294209,0.7599593043983798,0.5819715130788659,77.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcazrvuftc01kuu2cw75"
Taylor Decker,OT,DET,1.0,61.0,85.0,68.0,53.0,,68.0,57.0,42.0,57.0,,63.0,58.0,,,79.0,65.0,71.0,68.0,63,78.1,1.0,61.0,136.0,1.0,0.7809999999999999,0.8873239436619719,0.7003866979655712,14,0.9281986697965571,0.7545655049463519,0.5781958534624463,79.0,318.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xg3blm0zbnyigvjs1yj5"
Juice Scruggs,OL,HOU,1.0,79.0,,67.0,75.0,68.0,66.0,64.0,71.0,79.0,68.0,64.0,56.0,63.0,,,,,53.0,67,78.9,1.0,11.0,131.0,1.0,0.789,0.9436619718309859,0.6642989827856025,13,0.8804310641627544,0.7545156115286747,0.5781609280700724,75.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qqrbh5rwshwoaibnwpoc"
Wyatt Teller,G,CLE,1.0,76.0,72.0,33.0,,,,,69.0,79.0,,73.0,58.0,86.0,72.0,62.0,66.0,79.0,59.0,68,96.3,1.0,5.0,54.0,1.0,0.963,0.9577464788732394,0.7050506259780908,13,0.9356132237871675,0.7535706080811819,0.5774994256568273,76.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebzqg7brr7stcnj5qdyp"
Andrew Wylie,G,WAS,1.0,59.0,72.0,59.0,72.0,67.0,59.0,69.0,73.0,62.0,,66.0,41.0,,,78.0,58.0,,58.0,63,76.8,1.0,61.0,141.0,1.0,0.768,0.8873239436619719,0.697353364632238,14,0.9256486697965571,0.7533672195364416,0.5773570536755092,78.0,309.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ocotasgekygqeq8tmgzh"
Jon Runyan,G,NYG,1.0,71.0,56.0,72.0,69.0,72.0,79.0,58.0,72.0,65.0,75.0,,59.0,63.0,34.0,,,,,65,95.1,1.0,33.0,60.0,1.0,0.951,0.9154929577464789,0.6932956964006259,13,0.9244913928012518,0.7499212018620398,0.5749448413034279,76.0,321.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kauh0olqkhebxe8gf1if"
Daniel Brunskill,G,TEN,1.0,,5.0,3.0,11.0,,5.0,14.0,7.0,77.0,54.0,59.0,67.0,55.0,64.0,70.0,61.0,69.0,62.0,40,62.4,1.0,186.0,165.0,1.0,0.624,0.5633802816901409,0.6721902973395931,16,0.9165101721439749,0.7334237172372579,0.5633966020660806,77.0,260.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a6jmwkcgsq34mnc0wvan"
